,0,1,2,3,4,5,6,7,8,9,10,11
0,JW1950,JW3701,JW3905,JW1328,JW0430,JW0662,JW3877,JW1316,wild_type,JW5917,JW0111,JW0711
1,hchA,bglG,cytR,fnr,hupB,nagC,rhaR,tyrR,wild_type,rcsC,aceF,sdhC
2,JW1262,JW0824,JW2776,JW2883,JW3195,JW1610,JW0114,JW0712,JW2201,JW4094,JW2361,JW2805
3,btuR,deoR,fucR,argP,nanR,uidR,acnB,sdhD,ada,cadC,dsdC,galR
4,JW4221,JW4079,JW0019,JW4024,JW4287,JW0078,JW0324,JW0713,JW4077,JW1966,JW3046,JW3746
5,idnR,melR,nhaR,soxR,uxuR,fruR,prpC,sdhA,adiY,cbl,ebgR,ilvY
6,JW3909,JW0109,JW4023,JW2396,JW1702,JW0419,JW0714,JW0553,JW1724,JW3232,JW0075,JW3804
7,metJ,pdhR,soxS,xapR,ihfA,cyoD,sdhB,appY,chbR,envR,leuO,metR
8,JW0244,JW2644,JW3254,JW3732,JW0420,JW3206,JW0555,JW0895,JW0872,JW0337,JW4063,JW3089
9,perR,stpA,zntR,rbsR,cyoC,argR,envY,ihfB,lrp,mhpR,phnF,tdcA
10,JW0198,JW1901,JW0421,JW0716,JW3721,JW1023,JW1176,JW2807,JW1967,JW4200,JW0596,JW2676
11,yafC,sdiA,cyoB,sucB,asnC,csgD,fadR,lysR,nac,treR,ybdO,srlR
12,JW0422,JW0717,JW0305,JW5894,JW3229,JW3964,JW1612,JW1650,JW4356,JW0624,JW0007,JW0506
13,cyoA,sucC,betI,cynR,fis,hupA,malI,purR,trpR,ybeF,talB,fdrA
14,JW0739,JW1228,JW2273,wild_type,JW5875,JW3205,JW3923,JW4112,JW1872,JW2213,JW1268,JW2274
15,galM,adhE,nuoL,wild_type,nuoB,mdh,pflD,frdD,cheB,atoS,acnA,nuoK
0,JW2283,JW3343,JW4113,JW0611,JW1116,JW1877,JW1413,JW1841,JW2275,JW2385,JW3349,JW3928
1,nuoA,yhfW,frdC,citA,phoP,cheA,gapC,zwf,nuoJ,glk,rpe,ppc
2,JW4114,JW0612,JW1212,JW1899,JW2366,JW0886,JW5906,JW1843,JW2447,JW3974,JW4115,JW1213
3,frdB,citB,narL,uvrY,evgA,pflB,gapC,pykA,maeB,aceB,frdA,narX
4,JW1951,JW2367,JW2011,JW2277,JW2448,JW3587,wild_type,JW3975,JW4346,JW0683,JW2453,JW0960
5,yedV,evgS,gnd,nuoH,talA,gpmI,wild_type,aceA,deoB,kdpD,narQ,appC
6,JW1603,JW2278,JW2449,wild_type,JW3887,JW3985,JW4358,JW0797,JW1600,JW2538,JW0961,JW1604
7,fumC,nuoG,tktB,wild_type,pfkA,pgi,ytjC,dps,rstA,yfhA,appB,fumA
8,JW2271,JW2279,JW0563,JW4051,JW0389,JW1601,JW2181,JW1666,JW2272,JW2280,JW2943,JW3918
9,nuoN,nuoF,cusB,rpiB,phoB,rstB,narP,pykF,nuoM,nuoE,glcB,fsaB
10,JW4083,JW0390,JW0980,JW1871,JW2205,JW2757,JW3644,JW4074,JW1186,JW0855,JW5478,JW0401
11,fumB,phoR,torR,cheY,rcsB,barA,uhpA,basR,treA,poxB,tktA,tsx
12,JW3043,JW0100,JW0560,JW2993,JW3839,JW4085,JW2034,JW1375,JW2334,JW2096,JW1874,JW0243
13,aer,coaE,cusR,qseB,glnG,dcuR,cpsB,ldhA,yfcT,yehB,tap,ykfA
14,JW3367,JW2497,JW2629,JW2994,JW3840,JW4086,JW3730,JW2121,JW2342,JW2044,JW3393,JW3169
15,envZ,yfgM,ypjB,qseC,glnL,dcuS,rbsB,dld,yfdF,wcaA,glgC,rpoN
0,JW3882,JW4361,JW1235,JW3580,JW0945,JW2486,JW5536,JW3883,JW4362,JW3077,JW0675,JW0564
1,cpxA,creB,oppA,lldD,helD,ppk,arcB,cpxR,creC,yhaK,pgm,cusA
2,JW5905,JW0318,JW2293,JW2585,JW2633,JW3368,JW3967,JW4364,JW1644,JW0710,JW1771,JW3285
3,hrpA,yahL,ackA,yfiN,yqaD,ompR,zraS,arcA,rnt,gltA,mipA,gspA
4,JW0764,JW0110,JW2369,JW3624,JW3968,JW3021,JW0723,JW0146,JW3354,JW0117,JW0112,JW2373
5,moaA,aceE,yfdV,rpoZ,zraR,glgS,cydB,fhuA,hofQ,speE,lpd,ypdI
6,JW0449,JW3643,JW4073,wild_type,JW2294,JW3703,JW3454,JW0530,JW4191,JW2421,JW2621,JW2142
7,hha,uhpB,basS,wild_type,pta,pstB,yhiI,renD,fbp,yfeU,yfjV,cirA
8,JW0755,JW2047,JW5896,JW1587,JW0104,JW0483,JW1113,JW1010,JW1088,JW0790,JW3113,JW2824
9,ybhC,wza,ybhD,ynfL,ppdD,tesA,pepT,ycdS,fhuE,fiu,yraJ,ygeL
10,JW1337,JW0145,JW2784,JW3556,JW0561,JW1788,JW0058,JW0157,JW0627,JW1172,JW2671,JW1795
11,dbpA,mrcB,mltA,yiaT,cusC,yeaT,hepA,degP,dacA,umuD,mltB,yeaY
12,JW2462,JW3996,JW0120,JW2144,JW0144,JW0227,JW3474,JW0940,JW1499,JW2762,JW1645,JW0322
13,nlpB,lamB,gcd,yeiE,hrpB,pepD,slp,ompA,ydeT,yqcB,lhr,prpR
14,JW0840,JW1264,wild_type,JW0731,JW2203,JW4275,JW2815,JW4195,JW3557,JW3753,JW0427,JW0866
15,potH,sohB,wild_type,pal,ompC,fimB,yqeI,cybC,yiaU,rhlB,clpP,clpA
0,JW1270,JW0188,JW0912,JW5780,JW3689,wild_type,JW2560,JW0428,JW0915,JW1502,JW0554,JW2341
1,pgpB,nlpE,ompF,fimD,yidZ,wild_type,srmB,clpX,pepN,ydeU,ompT,fadL
2,JW1371,JW4276,JW2818,JW3896,JW4290,JW1797,JW0429,JW0957,JW1431,JW1489,JW2712,JW3100
3,ompN,fimE,ygeF,glpX,yjiE,yoaA,lon,hyaD,ydcP,pqqL,nlpD,agaR
4,JW3903,JW3495,JW4132,JW2169,JW2238,JW2270,JW2352,JW2394,JW1755,JW2325,JW2723,JW3098
5,hslV,yhjJ,hflK,yejG,yfaD,yfbP,yfdM,yfeD,sppA,mepA,iap,sohA
6,JW3869,JW3465,JW4133,JW2219,JW5964,JW2288,JW2355,JW2412,JW1818,JW2382,JW2789,JW3127
7,frvX,prlC,hflC,yfaP,ypaA,yfbR,yfdO,yfeK,htpX,ypdF,ptr,yhbU
8,JW3823,JW3434,JW4217,JW2220,JW2239,JW2296,JW2357,JW2425,JW2476,JW2840,JW3149,JW3412
9,pepQ,zntA,pepA,yfaQ,yfaU,yfcD,yfdQ,yfeY,hyfR,ygeY,dacB,ggt
10,wild_type,JW2221,JW2358,JW2426,JW1834,JW2507,JW2903,JW3203,JW5595,JW4291,JW2222,JW2250
11,wild_type,yfaS,yfdR,yfeZ,ptrB,pepB,yggG,degQ,yifK,iadA,yfaS,yfbH
12,JW2322,JW2432,JW2669,JW2911,JW3670,JW3297,JW4352,wild_type,JW2223,JW2252,JW2330,JW2372
13,yfcL,eutL,recA,sprT,dgoK,gspO,radA,wild_type,yfaT,yfbW,yfcP,yfdX
14,JW2435,JW2005,JW2688,JW2939,JW3930,JW3981,JW2150,JW2224,JW2332,JW2387,JW2443,JW2066
15,eutA,hisH,hycH,pppA,argC,pepE,yeiL,yfaA,yfcR,ypeC,eutT,yegQ
0,JW2687,JW2961,JW3902,JW4131,JW2152,JW2232,JW2267,JW2350,JW2393,JW2444,JW2445,JW2608
1,hycI,hybD,hslU,hflX,yeiN,yfaH,yfbM,yfdK,yfeC,eutQ,eutP,yfjK
2,JW2624,JW2702,JW1560,JW1599,JW1659,JW1800,JW1835,JW1894,JW2446,JW2609,JW2627,JW2719
3,yfjX,ygbA,ydfX,ydgC,ydhT,yoaH,yebE,yecH,ypfE,yfjL,ypjF,ygbE
4,JW1563,JW1617,JW1662,JW1749,JW1809,JW1837,JW1900,JW2450,JW2570,JW2610,JW2631,JW1565
5,ydfA,ydgT,ydhW,ynjH,yobD,yebG,yecF,ypfG,yfiM,yfjM,ygaR,ydfC
6,JW1618,JW1675,JW1814,JW1913,JW2457,JW2611,JW2725,JW1567,JW1631,JW1695,JW1766,JW1857
7,ydgK,ydiH,yebO,yedD,ypfN,yfjN,ygbT,ydfD,ydhA,ydiE,yeaC,yecE
8,JW1914,JW2584,JW2645,JW2726,JW1575,JW1637,JW1697,wild_type,wild_type,JW1776,JW2504,JW2600
9,yedE,yfiR,ygaW,ygcH,ynfB,ydhK,ydiV,wild_type,wild_type,yeaK,yfhM,yfjG
10,JW2614,JW2646,JW1711,JW1782,JW1828,JW1940,JW2520,JW2603,JW2623,JW2647,JW1547,JW1590
11,yfjQ,ygaC,ydiY,yoaF,yebY,yodC,hcaT,yfjH,yfjW,ygaM,ydfR,ydgD
12,wild_type,JW1657,JW1715,JW1829,JW1891,JW1946,JW2539,JW2605,JW2658,JW5909,JW1658,JW1722
13,wild_type,ydhR,yniB,yebZ,yecJ,yedR,yfhG,yfjI,ygaH,ydfU,ydhS,chbG
14,JW1786,JW1832,JW1892,JW1988,JW1990,JW2099,JW2112,JW0986,JW1101,JW1250,JW5804,JW1354
15,yeaR,yobB,yecR,yeeW,yeeA,yehE,yehS,yccE,ycfT,yciF,ycjY,ydaU
0,JW1408,JW1995,JW2105,JW0988,JW1167,JW1251,JW1326,JW1411,JW1432,JW2058,JW2106,JW1050
1,ynbD,yeeE,yehI,yccJ,ycgK,yciG,ynaJ,ydcF,yncJ,yegL,yehK,yceB
2,JW1133,JW1183,JW1359,JW1416,JW1433,JW1054,JW1134,JW1196,JW1265,JW1334,JW1360,wild_type
3,ymfL,ycgR,ynaK,ydcA,ydcQ,yceH,ymfM,ychH,yciN,ydaL,ydaY,wild_type
4,JW1441,JW2108,JW5970,JW1006,JW1090,JW1136,JW1204,JW1341,JW0968,JW1137,JW1288,JW1346
5,ydcY,yehM,yccV,ycdP,ycfL,ymfR,ychQ,ydaC,ymcB,ymfO,ymjA,ydaE
6,JW1447,JW2110,JW0976,JW1139,JW1247,JW1319,JW1349,JW1376,wild_type,JW1424,JW1452,JW2095
7,yncE,yehQ,gnsA,ymfQ,yciC,mpaA,ydaF,ydbH,wild_type,ydcK,ydcD,yehA
8,JW0984,JW1034,JW1098,JW1154,JW1249,JW5960,JW1353,JW1377,JW1453,JW1456,JW0282,JW0349
9,cbpM,mdoC,ycfR,ymgC,yciE,ymjC,ydaT,ynbE,yncI,ydcE,ykgJ,yaiO
10,JW0382,JW0638,JW0691,JW0783,JW0842,JW1018,JW1468,JW1545,JW0355,JW0394,JW0503,JW0556
11,yaiE,ybeL,ybfB,ybiA,ybjO,ycdY,yddL,ydfP,yaiP,yajB,ylbA,ybcH
12,JW0640,JW0693,JW0787,JW0860,JW1469,JW0239,JW0284,JW0356,JW0400,JW0508,JW0562,JW0641
13,ybeR,ybfC,ybiJ,ybjD,yddG,ykfB,yagW,yaiS,yajD,ylbE,cusF,djlB
14,JW0788,JW0902,JW1043,JW0286,JW0366,wild_type,JW0509,JW0643,JW0924,JW1044,JW1516,JW0259
15,ybiI,ycbJ,yceI,yagY,yaiV,wild_type,ylbF,ybeU,ycbT,yceJ,yneG,yagB
0,JW0287,JW0369,JW0455,JW0516,JW0569,JW0667,JW0725,JW0805,JW0925,JW1074,JW1520,JW0270
1,yagZ,yaiW,ybaM,ybcI,ybdJ,ybfM,ybgE,ybiU,ycbU,yceD,yneK,yagJ
2,JW0311,JW0370,JW0457,JW0535,JW0591,wild_type,JW0736,JW0827,JW1114,JW1534,JW0271,JW0313
3,yahE,yaiY,ybaN,ybcN,ybdD,wild_type,ybgS,ybjH,ycfD,ydfZ,yagK,yahG
4,JW0471,JW0537,JW0594,JW0834,JW1539,JW0281,JW0321,JW0380,JW0489,JW0539,JW0595,JW0773
5,ybaP,ybcO,ybdM,ybjC,tfaQ,yagU,yahO,yaiA,ybbD,ybcQ,ybdN,ybhP
6,JW0837,JW1004,JW1140,JW1314,JW1623,JW2174,JW2346,JW2738,JW0113,JW0235,JW2242,wild_type
7,ybjN,ycdB,ycfK,ycjX,rsxG,yejK,yfdG,ygcP,yacH,yafW,yfaX,wild_type
8,JW0703,JW1177,JW1315,JW1714,JW2175,JW0118,JW0203,JW5956,JW0903,JW1419,JW1781,JW2265
9,ybgL,ycgB,ycjF,yniA,yejL,yacC,yafS,ykfH,ycbC,ydcJ,yeaO,yfbK
10,JW2763,JW0206,JW2455,JW0348,JW5961,JW1938,JW2292,JW2424,JW2777,JW0132,JW0214,JW2459
11,yqcC,yafT,yffB,frmR,yncK,yedP,yfbV,yfeX,ygdE,yadK,yafK,ypfI
12,JW0378,JW1205,JW1941,JW2298,JW2508,JW0004,JW0133,JW0223,JW2527,JW1574,JW1240,wild_type
13,yaiI,ychA,yedI,yfcF,yfhJ,yaaX,yadL,yafO,yphA,ynfA,yciU,wild_type
14,JW1958,JW2599,JW0012,JW0159,JW0225,JW1669,JW1243,JW1529,JW1989,JW2328,JW2664,JW0185
15,yeeI,yfjF,yaaI,yaeH,ykfJ,sufE,yciI,ydeI,yeeX,yfcN,yqaA,yaeP
0,JW0229,JW5281,JW2662,JW1778,JW1271,JW1606,JW2139,JW2340,JW2707,JW0099,JW0186,JW0234
1,frsA,ydjM,luxS,yeaL,yciS,ydgA,yeiB,yfcZ,ygbK,yacF,yaeQ,ykfI
2,JW1984,JW2782,JW0642,JW1916,JW1945,JW2563,JW0570,wild_type,wild_type,JW1632,JW0115,JW0493
3,yeeS,ygdK,ybeT,yedK,yedJ,yfiD,ybdK,wild_type,wild_type,ydhH,yacL,allA
4,JW0821,JW0942,JW0080,JW1674,JW2324,JW2086,JW0699,JW1696,JW0126,JW0831,JW0944,JW0656
5,yliI,yccR,mraW,sufA,yfcA,yegU,ybgH,ydiU,yadE,ybjL,yccF,ybeY
6,JW2670,JW1754,JW2808,JW2092,JW0153,JW0858,JW1821,JW0218,JW0851,JW1767,JW0154,JW2129
7,ygaD,ydjA,ygeA,yohL,yadS,ybjE,yebR,yafM,ybjR,yeaA,btuF,yohJ
8,JW0215,JW0865,JW2145,JW0224,JW0861,JW1003,JW0995,JW2512,JW0276,JW2130,JW0277,JW2371
9,yafQ,clpS,yeiH,yafP,ybjX,ycdO,ycdK,iscA,yagP,yohK,yagQ,frc
10,JW0889,JW1853,JW2708,JW0763,JW2148,JW1483,JW2641,JW0384,JW0732,JW0900,JW1942,JW2151
11,ycaP,yebC,ygbL,ybhK,yeiJ,ddpX,yqaE,rdgC,ybgF,ycaR,yedA,yeiM
12,wild_type,JW0501,JW1619,JW2778,JW0472,JW0750,JW0908,JW1964,JW1530,JW1017,JW0756,JW1308
13,wild_type,ybbY,rsxA,ygdD,ybaQ,ybhE,ycbB,yeeN,ydeJ,ycdX,ybhB,ycjS
14,JW2496,JW0504,JW1626,JW0491,JW0752,JW0909,JW2230,JW1762,JW1258,JW1327,JW1333,JW2521
15,yfgL,allC,ydgR,ybbB,ybhH,ycbK,yfaE,ydjI,yciV,uspE,abgR,hcaR
0,JW1106,JW0079,JW0403,JW2562,JW0589,wild_type,JW2012,JW2227,JW2295,JW2386,JW2518,JW2715
1,cobB,mraZ,ybaD,yfiK,ybdB,wild_type,wbbL,yfaL,yfcC,yfeO,yfhR,truD
2,JW0850,JW2578,JW0721,JW2119,JW2245,JW2299,JW2532,JW0182,JW1318,JW0433,JW0997,JW2657
3,ybjQ,yfiA,mngB,yehZ,yfaO,yfcG,yphF,yaeR,ycjG,ybaW,ycdM,ygaZ
4,JW0888,JW2052,JW2301,JW2420,JW0385,JW2241,JW0726,JW1002,JW0236,JW1032,JW2147,JW2248
5,ycaO,yegE,yfcH,yfeT,mak,yfaW,ybgC,ycdN,ykfG,ymdB,yeiI,yfbF
6,wild_type,JW2319,JW2427,JW2542,JW0770,JW2501,JW1510,JW1274,JW0247,JW1245,JW2061,JW2161
7,wild_type,yfcJ,ypeA,yfhD,ybhM,yfgB,lsrF,yciH,insO,yciA,mdtC,yeiR
8,JW2251,JW2347,JW2451,JW2545,JW2575,JW1684,JW0260,JW1435,JW2062,JW2165,JW2258,JW2488
9,arnT,yfdH,yffH,yfhH,yfiH,ydiF,yagA,ydcS,mdtD,yejA,yfbB,yfgF
10,JW2559,JW2592,JW2266,JW1787,JW0278,JW1459,JW2070,JW2172,JW2289,JW2378,JW2568,JW1105
11,yfiC,ypjD,yfbL,yeaS,yagR,yddE,yegS,yejH,yfbS,ypdB,yfiQ,ycfX
12,JW2709,JW0191,JW1890,JW0279,JW1994,JW2379,JW2500,JW2731,JW2800,JW1682,JW1261,JW1052
13,ygbM,yaeB,yecI,yagS,yeeD,ypdC,yfgA,ygcB,ygdQ,ydiB,rluB,mdtH
14,JW1272,JW1336,JW1437,JW1652,JW1716,JW2635,JW2803,JW2128,JW1086,JW1278,wild_type,JW1655
15,yciM,ydaN,ydcU,ydhC,yniC,ygaF,ygeD,dusC,ycfH,gmr,wild_type,mdtK
0,JW1747,JW2642,JW0910,JW2706,JW1593,JW1168,JW1291,JW1338,JW1486,JW1664,JW1757,JW2643
1,ynjF,ygaV,ycbL,ygbJ,ydgG,ycgL,puuD,ydaO,yddW,ydhY,pncA,ygaP
2,JW0977,JW1120,JW1193,JW1292,wild_type,JW5802,JW2655,JW2746,JW1169,JW0994,JW1303,JW1402
3,yccM,ymfB,ycgV,puuR,wild_type,ydbA,ygaX,yqcE,ycgM,rarA,ycjN,ydbA
4,JW1527,JW1680,JW1774,wild_type,JW2748,JW1457,JW0798,JW1150,JW1210,JW1309,JW1405,JW1636
5,ydeE,ydiM,yeaI,wild_type,ygcF,yddH,rhtA,ycgF,ychN,ycjT,ynbA,ydhJ
6,JW5274,JW2665,JW2765,JW2680,JW1007,JW1211,JW1323,JW1430,JW1646,JW1686,JW1802,JW2681
7,ydiN,yqaB,yqcD,norV,ycdQ,ychP,ynaI,ydcN,ydhD,ydiP,yeaB,norW
8,JW2798,JW0497,JW1121,JW1042,JW1221,JW1434,JW1805,JW1917,JW2761,JW0432,wild_type,JW0702
9,nudH,glxR,ymfC,yceA,ychJ,ydcR,yoaE,yedL,yqcA,ybaV,wild_type,ybgK
10,JW0779,JW0822,JW1842,JW2791,JW5904,JW0187,JW0312,JW0434,JW0749,JW0785,JW0892,JW1366
11,ybhG,yliJ,yebK,ppdC,lomR,yaeJ,yahF,ybaX,ybhA,ybiB,ycaL,stfR
12,JW0200,JW0350,JW0435,JW0566,JW0753,JW0801,JW0829,JW0931,JW1980,JW1540,JW0444,JW0771
13,yafE,yaiX,ybaE,ybdG,ybhI,mntR,ybjJ,ycbY,yoeE,stfQ,ybaZ,ybhN
14,JW0803,JW1859,JW2649,JW0527,JW1551,JW0213,JW0373,JW0626,JW0772,JW0806,JW5898,JW1860
15,ybiS,yecO,nrdI,ybcD,ydfT,yafJ,yaiB,ybeD,ybhO,ybiV,yccW,yecP
0,JW2659,JW0543,JW0006,JW0255,JW0376,JW0460,JW0655,JW0817,JW0875,JW0964,JW1896,JW2704
1,mprA,essD,yaaJ,afuB,yaiC,ybaB,ybeX,yliE,ycaJ,yccC,yecA,pphB
2,JW0066,JW0300,JW0397,wild_type,JW0467,JW0659,JW0818,JW0880,JW1915,JW2752,JW1361,JW0068
3,thiP,ykgF,yajC,wild_type,ybaL,ubiF,yliF,ycaC,yedF,mazG,ynaA,sgrR
4,JW0307,JW0470,JW0701,JW0777,wild_type,JW0819,wild_type,JW0881,JW2032,JW2035,JW2118,JW2516
5,yahA,ybaK,ybgJ,ybhS,wild_type,yliG,wild_type,ycaD,wcaJ,wcaI,yehY,yfhQ
6,JW5922,JW0436,JW1936,JW3067,JW5892,JW2124,JW2243,JW2522,JW0536,JW2133,JW2411,JW3402
7,ypjL,cof,dsrB,yqjB,yadB,yohD,yfaY,hcaE,ninE,yeiT,pdxK,yhhW
8,JW0193,JW2125,JW2546,JW2781,JW0600,JW2164,JW2422,JW0005,JW0216,JW0424,JW2045,JW2153
9,metQ,yohF,yfhL,csdA,uspG,rtn,murP,yaaA,dinJ,yajG,wzc,yeiC
10,JW2339,JW2561,JW2705,JW0605,JW5378,JW0010,JW0437,JW2049,JW2160,JW2376,JW2565,JW2736
11,yfcY,yfiE,ygbI,citG,dedD,yaaW,ybaO,asmA,yeiQ,yfdZ,yfiF,ygcN
12,JW2833,JW0619,JW2314,JW2440,JW0065,JW0308,JW0443,JW2166,JW2586,JW2737,JW0184,JW0697
13,ygeR,crcB,dedA,cchB,thiQ,yahB,ybaY,yejB,yfiB,ygcO,rof,ybgA
14,JW2318,JW2441,JW0309,JW0474,JW2093,JW2438,JW2615,JW0210,JW2381,JW2515,JW0131,JW0317
15,flk,cchA,yahC,ybaS,yohM,eutJ,yfjR,ivy,ypdE,iscR,yadC,yahK
0,JW2168,JW2619,JW1823,JW2383,JW2640,JW0137,JW0360,JW0534,JW0592,JW0883,JW1276,JW1508
1,yejF,yfjU,yebT,ypdG,ygaU,yadN,tauD,ybcM,ybdH,ycaN,yciT,lsrD
2,JW1588,JW1759,JW1968,JW0849,JW2030,JW0645,JW0884,JW1372,JW1509,JW1592,JW1688,JW1760
3,ynfM,ydjF,erfK,ybjP,wcaK,hscC,ycaK,ydbK,lsrB,mdtJ,ydiR,ydjG
4,JW1983,JW0923,JW3891,JW5604,JW0673,JW1403,JW1517,JW1598,JW1689,JW1763,wild_type,JW0054
5,yeeR,ycbS,yiiQ,rep,ybfF,ydbC,yneH,folM,ydiS,ydjJ,wild_type,djlA
6,JW0966,JW2329,JW4110,JW1849,JW0938,JW1446,JW1519,JW1690,JW1770,JW0173,JW1020,JW2479
7,yccZ,yfcO,blc,ruvB,ycbZ,yncD,yneJ,ydiT,yeaE,hlpA,csgG,yfgC
8,JW1092,JW3786,JW0735,JW1533,JW1639,JW1732,wild_type,JW1779,JW1021,JW2618,JW0141,JW1279
9,ycfN,uvrD,zitB,ydfH,ydhF,spy,wild_type,yeaM,csgF,yfjT,dksA,rnb
10,JW0835,JW0967,JW1498,JW1535,JW1739,JW1836,JW0521,wild_type,JW1374,JW2876,JW2511,JW0786
11,nfsA,ymcA,ydeS,ydfI,ydjX,yebF,sfmD,wild_type,hslJ,pepP,hscB,ybiC
12,JW0862,JW1505,JW1546,JW1649,JW1741,JW1949,JW0557,JW1677,JW0426,JW3547,JW0863,JW1194
13,macA,ydeW,ydfQ,ydhP,ydjZ,yedS,nfrA,ydiJ,tig,yiaK,macB,ychF
14,JW1507,JW1558,JW1672,JW0800,JW1956,JW3183,JW1875,JW0505,JW3976,JW4011,JW1648,JW0273
15,lsrC,flxA,sufC,ybiP,yodA,yhcD,tar,allD,aceK,qor,sodB,yagM
0,JW0498,JW0658,JW1045,wild_type,JW1152,JW1466,JW1742,JW1772,JW4130,JW1638,JW2801,JW0274
1,ybbV,miaB,yceO,wild_type,ymgA,yddJ,ynjA,yeaG,hfq,sodC,ygdR,yagN
2,JW0507,JW0676,JW1123,JW1153,JW1352,JW1467,JW1827,wild_type,JW1667,JW1317,JW0532,JW0724
3,ylbE,ybfP,ymfD,ymgB,ydaS,yddK,pphA,wild_type,lpp,tpx,ybcK,ybgT
4,JW1156,JW1369,JW1503,JW3140,JW0599,JW2819,JW1128,JW1162,JW1241,JW3467,JW1329,JW2820
5,ymgF,ynaE,ydeK,argG,ahpF,ygeG,ymfH,ycgI,cls,gor,ogt,ygeH
6,JW0548,JW1185,JW1557,JW1815,JW3331,JW1627,JW0217,JW0302,JW0551,JW1130,JW1635,JW1794
7,ybcW,ycgY,ydfV,yobG,cysG,gst,yafL,ykgH,ybcY,ymfJ,ydhI,fadD
8,JW3914,JW2728,JW0207,JW0552,JW0832,JW1147,JW1713,JW1918,JW0008,JW3879,JW2766,JW0222
9,katG,ygcJ,yafU,ylcE,ybjM,elbA,ydiZ,yedN,mog,sodA,ygdH,yafN
10,JW1148,JW1719,JW5912,JW1920,JW1306,JW2843,JW2882,JW2938,JW2992,JW3007,JW3035,JW3053
11,ycgX,ydjO,yedN,yedM,ycjQ,yqeB,yqfE,yghG,ygiW,zupT,ygjE,ygjM
12,JW3073,JW3118,JW1953,JW1765,JW2849,JW2887,wild_type,JW2921,JW2952,JW2995,JW3008,JW3040
13,yqjG,yraO,yedX,ydjL,xdhD,ygfH,wild_type,yggV,yghR,ygiZ,ygiE,ygjF
14,JW3054,JW3074,JW3119,JW1998,JW3109,JW2864,JW2889,JW2922,JW2954,JW2996,JW3011,JW3041
15,ygjN,yhaH,yraP,yeeZ,agaD,ygfX,yggE,yggW,yghT,mdaB,ygiL,yqjH
0,JW3057,JW3075,JW3120,JW2261,JW2865,wild_type,JW2890,JW2923,JW2966,JW2997,JW3022,JW3042
1,ygjQ,yhaI,yraQ,elaB,ygfY,wild_type,argO,yggM,yghW,ygiN,yqiJ,yqjI
2,JW3060,JW3097,JW3123,JW2268,JW2262,JW2866,JW2891,JW2927,JW2970,JW2999,JW3023,JW3045
3,sstT,garD,yhbP,yfbN,elaA,ygfZ,mscS,yggH,yghZ,yqiA,yqiK,ygjH
4,JW3061,JW3099,JW3124,JW2269,JW2802,JW2867,JW2895,JW2929,JW2985,JW3001,JW3026,JW5512
5,ygjV,yhaV,yhbQ,yfbO,tas,yqfA,yggC,yggX,sufI,yqiB,ygiF,ygjI
6,JW3066,JW3111,JW3125,JW0601,JW2835,JW2868,JW2896,JW2934,JW2990,JW3002,JW3027,JW3050
7,yqjA,yraH,yhbS,ybdR,xdhB,yqfB,yggD,yqgA,ygiU,nudF,htrG,ygjJ
8,JW3069,JW3114,JW3129,JW1222,JW2841,JW2870,JW2897,JW2935,JW5502,JW3006,JW3031,JW3051
9,yqjD,yraK,yhbW,rssA,hyuA,ygfF,yggF,yghD,ygiV,ygiC,ygiH,ygjK
10,JW3070,wild_type,JW3116,JW3132,JW3147,JW3170,JW3208,JW3235,JW3316,JW3344,JW3397,JW3432
11,yqjE,wild_type,yraM,nlpI,yhbY,yhbH,yhcO,yhdV,yheT,yhfX,yhgN,yhhM
12,JW3478,JW3491,wild_type,JW3532,JW3568,JW3151,JW3172,JW3209,JW3241,JW3317,JW3351,JW3403
13,hdeA,yhjE,wild_type,ysaB,yibA,yhbE,yhbJ,aaeB,yrdB,yheU,damX,yhhX
14,JW3433,JW3479,JW3503,JW3533,JW3570,JW3159,JW3174,JW3245,JW3318,JW3356,JW3405,JW3506
15,yhhN,hdeD,yhjR,yiaH,yibG,yrbC,yrbL,smg,prkB,yrfB,yhhY,bcsG
0,JW5653,JW3571,JW3160,JW3182,JW3217,JW3255,JW3319,JW3357,JW3406,JW3482,JW3546,wild_type
1,bax,yibH,yrbD,yhcA,yhdE,yhdN,yhfA,yrfC,yhhZ,mdtF,yiaJ,wild_type
2,JW3576,JW3161,JW3188,JW3222,JW3305,JW3325,JW3360,JW3411,JW3459,JW3484,JW3508,JW3549
3,yibT,yrbE,yhcF,yhdH,yheL,yhfG,nudE,yrhB,yhiN,gadX,yhjV,yiaM
4,JW3577,JW3163,JW3189,JW3225,JW3306,JW3327,JW3365,JW3413,JW3463,wild_type,JW3486,JW3519
5,yibL,yrbG,yhcG,yhdT,yheM,tsgA,yhgE,yhhA,yhiP,wild_type,yhjA,yiaC
6,JW3551,JW3164,JW3190,JW3228,JW3307,JW3332,JW3374,JW3424,JW3466,JW3488,JW5657,JW3558
7,yiaO,kdsD,yhcH,dusB,yheN,yhfL,yhgA,yhhK,yhiR,yhjB,yiaD,yiaV
8,JW3619,JW3165,JW3201,JW3231,JW3310,JW3339,JW3377,JW3430,JW3475,JW3490,JW3524,JW3559
9,yicC,kdsC,yhcM,yhdU,slyX,yhfS,gntY,yhhF,yhiF,yhjD,yiaG,yiaW
